correct,dataset,declared,evaluation_seconds,false_links,fraction,lambda,missing_matches,model_loaded_from_checkpoint,model_path,n_fit_pairs,n_holdout,n_labelled_a,n_train_pairs_total,n_true_records,n_validation_pairs,prediction_path,psi,score_path,seed,threshold,train_seconds_this_run,unmatched_abstentions,validation_f1
375,ECOM,389,11.690325498580933,14,0.6,0.03598971722365039,44,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_47,25912,433,648,32390,433,6478,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed47.csv,0.10161662817551963,sigmoid(CrossEncoder.predict),47,0.30000000000000004,204.9208152294159,0,0.8560885608856088
353,ECOM,365,12.833123445510864,12,0.6,0.03287671232876712,68,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_48,25917,433,648,32397,433,6480,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed48.csv,0.15704387990762125,sigmoid(CrossEncoder.predict),48,0.20000000000000004,227.65282225608826,0,0.8825910931174089
359,ECOM,375,11.621581315994263,16,0.6,0.042666666666666665,58,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_49,25916,433,648,32395,433,6479,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed49.csv,0.13394919168591224,sigmoid(CrossEncoder.predict),49,0.45000000000000007,223.5413110256195,0,0.8359375
370,ECOM,387,11.735978603363037,17,0.6,0.04392764857881137,46,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_50,25910,433,648,32388,433,6478,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed50.csv,0.10623556581986143,sigmoid(CrossEncoder.predict),50,0.5000000000000001,212.55591011047363,0,0.8625954198473282
369,ECOM,382,11.875378608703613,13,0.6,0.034031413612565446,51,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_51,25911,433,648,32389,433,6478,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed51.csv,0.11778290993071594,sigmoid(CrossEncoder.predict),51,0.3500000000000001,198.67476153373718,0,0.8787878787878788
277,ECOM,288,9.10554051399231,11,0.7,0.03819444444444445,37,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_42,30232,325,756,37790,325,7558,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed42.csv,0.11384615384615385,sigmoid(CrossEncoder.predict),42,0.40000000000000013,252.6117992401123,0,0.8571428571428571
279,ECOM,292,8.806312799453735,13,0.7,0.04452054794520548,33,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_43,30233,325,756,37792,325,7559,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed43.csv,0.10153846153846154,sigmoid(CrossEncoder.predict),43,0.15000000000000002,257.16137957572937,0,0.8766233766233766
267,ECOM,269,8.836148023605347,2,0.7,0.007434944237918215,56,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_44,30234,325,756,37793,325,7559,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed44.csv,0.1723076923076923,sigmoid(CrossEncoder.predict),44,0.8500000000000002,255.12008595466614,0,0.8807947019867549
265,ECOM,273,8.708895206451416,8,0.7,0.029304029304029304,52,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_45,30231,325,756,37789,325,7558,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed45.csv,0.16,sigmoid(CrossEncoder.predict),45,0.40000000000000013,225.36255860328674,0,0.8767123287671232
277,ECOM,283,8.644105195999146,6,0.7,0.02120141342756184,42,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_46,30233,325,756,37792,325,7559,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed46.csv,0.12923076923076923,sigmoid(CrossEncoder.predict),46,0.30000000000000004,238.3821370601654,0,0.8775510204081632
284,ECOM,290,8.639706134796143,6,0.7,0.020689655172413793,35,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_47,30231,325,756,37789,325,7558,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed47.csv,0.1076923076923077,sigmoid(CrossEncoder.predict),47,0.15000000000000002,260.5058810710907,0,0.8223684210526315
272,ECOM,287,8.980454444885254,15,0.7,0.05226480836236934,38,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_48,30235,325,756,37794,325,7559,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed48.csv,0.11692307692307692,sigmoid(CrossEncoder.predict),48,0.3500000000000001,229.56066799163818,0,0.875
262,ECOM,273,8.72732138633728,11,0.7,0.040293040293040296,52,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_49,30233,325,756,37792,325,7559,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed49.csv,0.16,sigmoid(CrossEncoder.predict),49,0.9000000000000002,260.02853655815125,0,0.8686868686868687
274,ECOM,287,8.912541389465332,13,0.7,0.04529616724738676,38,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_50,30229,325,756,37787,325,7558,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed50.csv,0.11692307692307692,sigmoid(CrossEncoder.predict),50,0.5000000000000001,254.60491156578064,0,0.8783783783783784
276,ECOM,282,8.826807737350464,6,0.7,0.02127659574468085,43,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_51,30229,325,756,37787,325,7558,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed51.csv,0.13230769230769232,sigmoid(CrossEncoder.predict),51,0.25000000000000006,225.96828818321228,0,0.8811188811188811
190,ECOM,198,6.218125581741333,8,0.8,0.04040404040404041,19,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_42,34551,217,864,43189,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed42.csv,0.08755760368663594,sigmoid(CrossEncoder.predict),42,0.1,277.15960359573364,0,0.8688046647230321
180,ECOM,187,5.935711622238159,7,0.8,0.0374331550802139,30,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_43,34552,217,864,43190,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed43.csv,0.1382488479262673,sigmoid(CrossEncoder.predict),43,0.20000000000000004,274.18182492256165,0,0.8705882352941177
172,ECOM,179,5.880615949630737,7,0.8,0.03910614525139665,38,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_44,34553,217,864,43192,217,8639,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed44.csv,0.17511520737327188,sigmoid(CrossEncoder.predict),44,0.40000000000000013,256.3285846710205,0,0.8674698795180723
170,ECOM,174,6.054528713226318,4,0.8,0.022988505747126436,43,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_45,34551,217,864,43189,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed45.csv,0.19815668202764977,sigmoid(CrossEncoder.predict),45,0.9000000000000002,257.57703495025635,0,0.8490566037735849
176,ECOM,181,5.830843210220337,5,0.8,0.027624309392265192,36,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_46,34552,217,864,43191,217,8639,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed46.csv,0.16589861751152074,sigmoid(CrossEncoder.predict),46,0.8500000000000002,307.48371171951294,0,0.852760736196319
174,ECOM,179,5.739635705947876,5,0.8,0.027932960893854747,38,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_47,34549,217,864,43187,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed47.csv,0.17511520737327188,sigmoid(CrossEncoder.predict),47,0.9000000000000002,295.90369963645935,0,0.8338557993730408
179,ECOM,186,6.0635669231414795,7,0.8,0.03763440860215054,31,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_48,34552,217,864,43190,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed48.csv,0.14285714285714285,sigmoid(CrossEncoder.predict),48,0.1,261.3351078033447,0,0.8457142857142858
181,ECOM,186,5.832969903945923,5,0.8,0.026881720430107527,31,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_49,34552,217,864,43191,217,8639,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed49.csv,0.14285714285714285,sigmoid(CrossEncoder.predict),49,0.9000000000000002,303.8935499191284,0,0.8703703703703703
188,ECOM,194,5.87262225151062,6,0.8,0.030927835051546393,23,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_50,34550,217,864,43188,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed50.csv,0.10599078341013825,sigmoid(CrossEncoder.predict),50,0.5000000000000001,294.1077449321747,0,0.8787878787878788
186,ECOM,191,5.898369312286377,5,0.8,0.02617801047120419,26,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_51,34549,217,864,43187,217,8638,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed51.csv,0.11981566820276497,sigmoid(CrossEncoder.predict),51,0.30000000000000004,271.19692397117615,0,0.8705882352941177
92,ECOM,96,3.0331778526306152,4,0.9,0.041666666666666664,13,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_42,38870,109,972,48588,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed42.csv,0.11926605504587157,sigmoid(CrossEncoder.predict),42,0.7500000000000002,283.53986525535583,0,0.8981723237597912
93,ECOM,99,3.0166943073272705,6,0.9,0.06060606060606061,10,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_43,38869,109,972,48587,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed43.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),43,0.20000000000000004,312.8109459877014,0,0.8962025316455696
84,ECOM,88,3.034745454788208,4,0.9,0.045454545454545456,21,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_44,38872,109,972,48590,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed44.csv,0.1926605504587156,sigmoid(CrossEncoder.predict),44,0.25000000000000006,337.41097235679626,0,0.9028871391076115
93,ECOM,97,2.9344704151153564,4,0.9,0.041237113402061855,12,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_45,38869,109,972,48587,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed45.csv,0.11009174311926606,sigmoid(CrossEncoder.predict),45,0.15000000000000002,283.4858877658844,0,0.8922305764411027
98,ECOM,99,2.934563159942627,1,0.9,0.010101010101010102,10,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_46,38871,109,972,48589,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed46.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),46,0.25000000000000006,297.1580321788788,0,0.8911917098445595
96,ECOM,99,2.943575859069824,3,0.9,0.030303030303030304,10,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_47,38868,109,972,48586,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed47.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),47,0.15000000000000002,328.71018385887146,0,0.8409703504043127
93,ECOM,95,3.076138973236084,2,0.9,0.021052631578947368,14,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_48,38872,109,972,48590,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed48.csv,0.12844036697247707,sigmoid(CrossEncoder.predict),48,0.45000000000000007,336.95967960357666,0,0.8707124010554089
97,ECOM,100,2.965360641479492,3,0.9,0.03,9,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_49,38871,109,972,48589,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed49.csv,0.08256880733944955,sigmoid(CrossEncoder.predict),49,0.20000000000000004,333.2992191314697,0,0.8707124010554089
98,ECOM,99,2.954101085662842,1,0.9,0.010101010101010102,10,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_50,38869,109,972,48587,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed50.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),50,0.8000000000000002,335.66940116882324,0,0.9090909090909091
90,ECOM,92,3.1526904106140137,2,0.9,0.021739130434782608,17,False,/home/ahmeda/er_paper/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_51,38869,109,972,48587,109,9718,/home/ahmeda/er_paper/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed51.csv,0.1559633027522936,sigmoid(CrossEncoder.predict),51,0.5000000000000001,339.9995639324188,0,0.8695652173913043
