dataset,ida,n_valid_matches,best_true_idb,best_true_similarity,best_valid_rank
ECOM,29865,1,205664972,0.7558428049087524,5
ECOM,29866,1,205664973,0.7414162158966064,3
ECOM,29880,1,206728281,0.7428349852561951,1
ECOM,29892,1,208715736,0.6583359837532043,1
ECOM,29902,2,205144562,0.946711540222168,1
ECOM,29906,1,202139744,0.6711198091506958,3
ECOM,29933,1,202139765,0.6081221103668213,3
ECOM,29950,1,204559210,0.8355394601821899,6
ECOM,30058,1,209028436,0.7037000060081482,1
ECOM,30093,1,205467942,0.6917390823364258,1
ECOM,30134,1,206362873,0.67569899559021,1
ECOM,30158,1,204937142,0.7026453614234924,5
ECOM,30159,1,208033486,0.8138907551765442,2
ECOM,30196,1,205593367,0.7319852113723755,2
ECOM,30197,1,205593354,0.7545892000198364,2
ECOM,30203,1,208156275,0.7458834648132324,1
ECOM,30206,1,204222662,0.801234245300293,1
ECOM,30219,1,207910337,0.9684884548187256,1
ECOM,30338,1,206460113,0.9587268233299255,1
ECOM,30343,1,205121310,0.7871935367584229,1
ECOM,30355,1,206460124,0.9592039585113525,1
ECOM,30389,1,202813304,0.94295734167099,1
ECOM,30436,1,204505951,0.819049060344696,1
ECOM,30453,1,207390309,0.8609079122543335,1
ECOM,30457,1,207390171,0.771086573600769,1
ECOM,30533,1,205729817,0.8507397174835205,1
ECOM,30575,1,209297205,0.8126088976860046,1
ECOM,30585,1,204206934,0.7697224020957947,10
ECOM,30590,1,90138537,0.8070747256278992,1
ECOM,30591,1,204849801,0.8945502638816833,1
ECOM,30593,1,204860316,0.8717917203903198,1
ECOM,30594,1,204939361,0.6682862639427185,2
ECOM,30602,1,208111280,0.4815479815006256,41
ECOM,30603,1,208111279,0.4735971689224243,41
ECOM,30680,1,207390502,0.6152819395065308,1
ECOM,30708,1,205083947,0.7057318687438965,1
ECOM,30734,1,207907430,0.8095570802688599,2
ECOM,30808,1,204345240,0.8382761478424072,1
ECOM,30841,1,205554287,0.51449054479599,1
ECOM,30867,1,205554724,0.6286470293998718,1
ECOM,30939,1,205557540,0.691814124584198,1
ECOM,30951,1,205599984,0.8062890768051147,1
ECOM,30955,1,205852387,0.6011253595352173,1
ECOM,30957,1,202046565,0.9878875017166138,1
ECOM,30962,1,205599985,0.7591504454612732,1
ECOM,31014,1,205777541,0.7774049043655396,1
ECOM,31020,1,205835447,0.7595304250717163,1
ECOM,31030,1,205557530,0.9297623634338379,1
ECOM,31032,1,210251970,0.8250975608825684,1
ECOM,31176,1,205844279,0.8371535539627075,1
ECOM,31273,1,203086857,0.9228321313858032,1
ECOM,31284,1,204049534,0.723311722278595,1
ECOM,31332,1,205761272,0.8939778804779053,1
ECOM,31337,1,203884610,0.9062305688858032,1
ECOM,31373,1,208455791,0.925058126449585,1
ECOM,31374,1,208455792,0.8607004284858704,2
ECOM,31392,1,205753566,0.7860540747642517,1
ECOM,31397,1,202870172,0.9058969020843506,1
ECOM,31414,1,204222915,0.8116177320480347,4
ECOM,31596,1,204587971,0.7258880734443665,1
ECOM,31635,1,206460118,0.8363810777664185,1
ECOM,31813,1,207533462,0.9595357179641724,1
ECOM,31830,1,205557539,0.9224252700805664,1
ECOM,31836,1,205844265,0.7349339723587036,1
ECOM,31881,1,203514371,0.9256110191345215,1
ECOM,31887,1,206639246,0.8456516265869141,1
ECOM,31924,1,206356232,0.9461803436279297,1
ECOM,31954,1,206356233,0.8067172765731812,1
ECOM,31956,1,206356229,0.8170595169067383,1
ECOM,31970,1,206419131,0.8867743015289307,1
ECOM,31992,1,203952966,0.9852237701416016,1
ECOM,32005,1,202899998,0.7598955631256104,1
ECOM,32017,1,202916547,0.9866762161254883,1
ECOM,32022,1,204363358,0.7264835238456726,1
ECOM,32027,1,210461432,0.6072416305541992,5
ECOM,32033,1,204465488,0.8230527639389038,2
ECOM,32034,1,10333368,0.8336455821990967,1
ECOM,32054,1,206901619,0.8441932797431946,1
ECOM,32055,1,210206538,0.7679510712623596,1
ECOM,32059,1,205131849,0.6263331174850464,1
ECOM,32112,1,206356230,0.867061972618103,1
ECOM,32150,1,207390506,0.6292842626571655,1
ECOM,32187,1,209896109,0.8640291690826416,1
ECOM,32193,1,205809367,0.7734426259994507,1
ECOM,32226,1,205985716,0.5255311727523804,10
ECOM,32228,1,205985718,0.668229341506958,2
ECOM,32279,1,205985717,0.6986592411994934,1
ECOM,32280,1,205985719,0.701414942741394,2
ECOM,32314,1,207509842,1.000000238418579,1
ECOM,32315,1,205083968,0.9037007093429565,1
ECOM,32322,1,203405815,0.7820208072662354,1
ECOM,32323,1,204222207,0.6827706098556519,1
ECOM,32340,1,205761530,0.8981002569198608,1
ECOM,32358,1,208295050,0.7977782487869263,1
ECOM,32384,1,202989028,0.8814352750778198,1
ECOM,32395,1,206745972,0.6159648299217224,7
ECOM,32405,1,203938179,0.9872558116912842,1
ECOM,32416,1,205664913,0.9053667783737183,1
ECOM,32431,1,202827677,0.5950857400894165,6
ECOM,32488,1,206179525,0.7575708031654358,12
ECOM,32493,1,203324970,0.8310122489929199,1
ECOM,32512,1,205466519,0.948104739189148,1
ECOM,32546,1,202003159,0.9625080823898315,1
ECOM,32560,1,207540310,0.8037533760070801,2
ECOM,32561,1,207338879,0.9718009233474731,1
ECOM,32563,1,206615085,0.9651221036911011,1
ECOM,32579,1,10388980,0.8782657384872437,1
ECOM,32584,1,206179562,0.9462263584136963,1
ECOM,32625,2,201935116,0.8566582202911377,1
ECOM,32628,1,207554111,0.8511781692504883,1
ECOM,32630,1,207554111,0.8734177350997925,1
ECOM,32653,1,205888207,0.9487681984901428,1
ECOM,32664,1,209975310,0.6620298027992249,3
ECOM,32688,1,208033808,0.6796567440032959,1
ECOM,32744,1,204832843,0.9267765283584595,1
ECOM,32874,1,202870171,0.5764241814613342,5
ECOM,32875,1,202870173,0.679196834564209,4
ECOM,32876,1,204053338,0.7355495691299438,3
ECOM,32877,1,204297424,0.8771151304244995,1
ECOM,32878,1,204219387,0.9619455933570862,2
ECOM,32880,1,205106048,0.9839184880256653,1
ECOM,32882,1,204563949,0.7785478830337524,2
ECOM,32889,1,208085178,0.8292220830917358,1
ECOM,32893,1,208085182,0.8563349843025208,1
ECOM,32906,1,203324965,0.44471225142478943,19
ECOM,32984,1,203934122,0.6969239711761475,1
ECOM,32986,1,206179521,0.908588707447052,1
ECOM,32990,1,206812505,0.7498691082000732,1
ECOM,33021,1,203154818,0.83265221118927,1
ECOM,33024,1,90049752,0.8570258021354675,1
ECOM,33026,1,204230770,0.6106266975402832,15
ECOM,33044,1,203514305,0.764437198638916,6
ECOM,33045,1,203514304,0.7408730983734131,6
ECOM,33047,1,201692665,0.5927413105964661,24
ECOM,33053,1,10221960,0.8283055424690247,1
ECOM,33057,1,208033806,0.733942985534668,1
ECOM,33081,1,208085180,0.7875076532363892,1
ECOM,33150,1,208105630,0.7341067790985107,1
ECOM,33157,1,207390654,0.8102988004684448,1
ECOM,33158,1,207338961,0.8011647462844849,1
ECOM,33159,1,206725196,0.8745882511138916,1
ECOM,33160,1,207390655,0.8062825202941895,1
ECOM,33161,1,207390656,0.9138310551643372,1
ECOM,33175,1,207542598,0.8670270442962646,1
ECOM,33177,1,207390617,0.8536492586135864,1
ECOM,33209,1,208653765,0.9213559627532959,1
ECOM,33219,1,205562000,0.5755609273910522,6
ECOM,33220,1,208653767,0.9111560583114624,1
ECOM,33263,1,208105573,0.7177155613899231,1
ECOM,33271,1,206808431,0.904045581817627,1
ECOM,33272,1,209273200,0.8048908710479736,1
ECOM,33273,1,206808432,0.7864246964454651,1
ECOM,33275,1,206808430,0.9238483905792236,1
ECOM,33276,1,205865183,0.883347749710083,1
ECOM,33277,1,206808445,0.6598000526428223,2
ECOM,33278,1,206808441,0.6426428556442261,1
ECOM,33279,1,206808440,0.6546630859375,1
ECOM,33280,1,206808434,0.9137762188911438,1
ECOM,33298,1,206526266,0.9091167449951172,1
ECOM,33326,1,207390641,0.9107416272163391,1
ECOM,33327,1,208464828,0.7899082899093628,1
ECOM,33377,1,10346525,0.9592472314834595,1
ECOM,33382,1,207910214,0.9089710712432861,1
ECOM,33431,1,207390644,0.7932010889053345,1
ECOM,33437,1,207464919,0.8868885636329651,2
ECOM,33438,1,207390650,0.7724888324737549,1
ECOM,33439,1,207464920,0.9438430666923523,1
ECOM,33440,1,207464921,0.9571779370307922,1
ECOM,33443,1,207390652,0.7775051593780518,1
ECOM,33444,1,207667995,0.8216646909713745,1
ECOM,33452,1,207667994,0.8842099905014038,1
ECOM,33453,1,207876535,0.8775646090507507,1
ECOM,33455,1,208033955,0.7937549948692322,1
ECOM,33458,1,210401450,0.5507701635360718,4
ECOM,33464,1,210245837,0.8689881563186646,1
ECOM,33467,1,207542599,0.9311613440513611,1
ECOM,33471,1,208294727,0.949954628944397,1
ECOM,33472,1,205777549,0.8859288692474365,2
ECOM,33476,1,208504178,0.9344903230667114,1
ECOM,33477,1,208154551,0.9509100317955017,1
ECOM,33478,1,208154550,0.9547189474105835,1
ECOM,33485,1,208792604,0.947142481803894,1
ECOM,33488,1,208154765,0.947455883026123,1
ECOM,33490,1,207502093,0.7639346718788147,1
ECOM,33493,1,206928744,0.9075145125389099,1
ECOM,33496,1,206928384,0.7667038440704346,2
ECOM,33498,1,206928390,0.7653144598007202,1
ECOM,33499,1,206725198,0.8349709510803223,1
ECOM,33508,1,206928380,0.7136892080307007,1
ECOM,33510,1,205516750,0.5305063724517822,1
ECOM,33522,2,207986293,0.8751039505004883,1
ECOM,33532,1,204071217,0.697868824005127,1
ECOM,33536,1,206898357,0.6792916059494019,2
ECOM,33537,1,206898358,0.717418372631073,2
ECOM,33562,1,207542597,0.9210460782051086,1
ECOM,33563,1,207388760,0.8900092840194702,1
ECOM,33564,1,208504179,0.9747332334518433,1
ECOM,33566,1,207388752,0.8900223970413208,1
ECOM,33569,1,207388757,0.8146535158157349,10
ECOM,33581,1,207388759,0.8703964948654175,2
ECOM,33582,1,207388758,0.871428370475769,3
ECOM,33586,1,207338890,0.9345030784606934,1
ECOM,33591,1,207388754,0.8787015080451965,1
ECOM,33595,1,207388756,0.872512698173523,2
ECOM,33600,1,207388755,0.8742049932479858,2
ECOM,33601,1,204558176,0.6061146259307861,4
ECOM,33612,1,207506250,0.8061178922653198,1
ECOM,33625,1,207506253,0.8515605926513672,1
ECOM,33630,1,207659194,0.858147144317627,1
ECOM,33637,1,207391015,0.7526674270629883,8
ECOM,33638,1,207659192,0.9036356806755066,1
ECOM,33639,1,206928608,0.8279111385345459,1
ECOM,33640,1,206928606,0.8136876821517944,1
ECOM,33643,1,206928605,0.7882254123687744,1
ECOM,33645,1,206928607,0.7850633263587952,1
ECOM,33653,1,207391014,0.7802332639694214,3
ECOM,33662,1,205521002,0.9777733087539673,1
ECOM,33664,1,205520997,0.8817794919013977,1
ECOM,33668,1,206917817,0.8634322881698608,1
ECOM,33669,1,206917815,0.720740795135498,6
ECOM,33670,1,206917814,0.8906522393226624,1
ECOM,33671,1,206917816,0.8458326458930969,1
ECOM,33690,1,207391431,0.9196509718894958,1
ECOM,33713,1,206812380,0.9139152765274048,2
ECOM,33717,1,206928604,0.7906724810600281,1
ECOM,33723,1,206356234,0.8361449837684631,1
ECOM,33726,1,207993409,0.816461443901062,1
ECOM,33758,1,207910212,0.9671683311462402,1
ECOM,33763,1,208112356,0.9418342709541321,3
ECOM,33765,1,208455897,0.9445123076438904,1
ECOM,33767,1,208112357,0.9364534616470337,2
ECOM,33769,1,208504099,0.9529922604560852,1
ECOM,33784,1,207538225,0.8914177417755127,1
ECOM,33786,1,206854515,0.8722420930862427,1
ECOM,33788,1,207543197,0.8326209187507629,5
ECOM,33790,1,210252356,0.8620439767837524,1
ECOM,33801,1,207544265,0.6096599102020264,1
ECOM,33804,1,206575951,0.9211227893829346,1
ECOM,33831,1,207552185,0.8795590400695801,1
ECOM,33863,1,207391013,0.7833892107009888,3
ECOM,33864,1,207936135,0.7550144195556641,2
ECOM,33883,1,208177785,0.8226983547210693,1
ECOM,33908,1,208111903,0.7271558046340942,1
ECOM,33921,1,207925431,0.7575209140777588,1
ECOM,33922,1,207925432,0.7456479072570801,1
ECOM,33924,1,208111904,0.7562921643257141,1
ECOM,33931,1,207391017,0.9044440984725952,1
ECOM,33936,1,207391019,0.8669132590293884,1
ECOM,33938,1,208464825,0.8650239706039429,1
ECOM,33948,1,207391018,0.8861242532730103,1
ECOM,33950,1,208456233,0.9406068325042725,1
ECOM,33955,1,207391023,0.7374386787414551,2
ECOM,33962,1,207391022,0.7453659772872925,1
ECOM,33965,1,206780877,0.9507299065589905,1
ECOM,33966,1,205561996,0.5585002899169922,7
