dataset,ida,n_valid_matches,best_true_idb,best_true_similarity,best_valid_rank
ECOM,33967,1,207391021,0.8191180229187012,1
ECOM,33971,1,207391020,0.795853316783905,1
ECOM,33972,1,204556588,0.9471186995506287,1
ECOM,33985,1,208504045,0.8825116157531738,1
ECOM,33997,1,207390717,0.9317128658294678,1
ECOM,33998,1,208112354,0.9704266786575317,1
ECOM,33999,1,208112358,0.7313588857650757,2
ECOM,34000,1,207934192,0.7390283346176147,2
ECOM,34001,1,209297154,0.6487258076667786,4
ECOM,34002,1,208105467,0.6282616853713989,1
ECOM,34003,1,207637777,0.8853884935379028,1
ECOM,34004,1,207652055,0.7761329412460327,11
ECOM,34007,1,207660497,0.8797285556793213,1
ECOM,34009,1,207595882,0.8831489086151123,1
ECOM,34012,1,207642166,0.8925681114196777,1
ECOM,34016,1,208042911,0.7380249500274658,1
ECOM,34021,1,207652056,0.8838781714439392,1
ECOM,34031,1,207910213,0.8389378786087036,1
ECOM,34033,1,207390665,0.882902979850769,1
ECOM,34036,1,207390682,0.8194749355316162,1
ECOM,34056,1,207643190,0.7274179458618164,3
ECOM,34065,1,207643194,0.7524946928024292,3
ECOM,34076,1,207959750,0.7894521951675415,3
ECOM,34089,1,207900175,0.8456146717071533,1
ECOM,34091,1,207686156,0.8733181357383728,1
ECOM,34092,2,207679756,0.8640928268432617,1
ECOM,34093,1,207660499,0.8677587509155273,1
ECOM,34095,1,207653548,0.890230119228363,1
ECOM,34096,1,207642358,0.8477945923805237,1
ECOM,34102,1,205886768,0.7341630458831787,3
ECOM,34119,1,207514567,0.8660898208618164,1
ECOM,34125,2,203165921,0.6700370907783508,3
ECOM,34126,1,203166120,0.7130072116851807,1
ECOM,34127,1,203165922,0.6938358545303345,2
ECOM,34130,2,207900174,0.8733564615249634,1
ECOM,34135,1,207900170,0.7753167152404785,1
ECOM,34136,1,207900171,0.8582894802093506,1
ECOM,34150,1,207514563,0.8588056564331055,1
ECOM,34151,1,206854516,0.8784358501434326,1
ECOM,34153,1,207465587,0.8410995602607727,1
ECOM,34154,1,207390673,0.8013037443161011,1
ECOM,34156,1,208289997,0.7743152379989624,2
ECOM,34158,1,206895864,0.7293296456336975,1
ECOM,34165,1,206928452,0.9279776811599731,1
ECOM,34174,1,205817784,0.9472335577011108,1
ECOM,34218,1,208294712,0.7444736957550049,8
ECOM,34220,1,209869342,0.762738049030304,2
ECOM,34227,1,210521551,0.8143801689147949,1
ECOM,34253,1,206887992,0.7507582902908325,1
ECOM,34256,1,206888001,0.7223244309425354,2
ECOM,34258,1,206888011,0.7856723070144653,1
ECOM,34260,1,207390507,0.9251799583435059,1
ECOM,34263,1,207897315,0.8108899593353271,2
ECOM,34266,1,207900180,0.7564745545387268,3
ECOM,34278,1,207934190,0.8620247840881348,1
ECOM,34280,1,207900177,0.8154890537261963,3
ECOM,34282,1,207514566,0.8135647177696228,2
ECOM,34286,1,207945552,0.8504226803779602,1
ECOM,34298,1,207543193,0.723491907119751,15
ECOM,34300,1,207543192,0.7278189659118652,13
ECOM,34301,1,206615080,0.9727367162704468,1
ECOM,34303,1,207900179,0.8725146055221558,2
ECOM,34304,1,207927557,0.8908038139343262,1
ECOM,34309,1,208455893,0.8531589508056641,1
ECOM,34349,1,207660498,0.89478600025177,1
ECOM,34361,1,207642497,0.5879091620445251,10
ECOM,34363,1,206892902,0.742214560508728,1
ECOM,34370,1,207390706,0.8489528894424438,1
ECOM,34378,1,210402319,0.7540764808654785,1
ECOM,34379,1,208112355,0.933940052986145,1
ECOM,34392,1,206362747,0.7859891653060913,1
ECOM,34393,1,206362748,0.8070852160453796,1
ECOM,34395,1,206362749,0.8035896420478821,1
ECOM,34401,1,208456262,0.9399029612541199,1
ECOM,34424,1,207390452,0.9494583606719971,1
ECOM,34442,1,208455894,0.7367425560951233,1
ECOM,34454,1,207390180,0.7404624223709106,1
ECOM,34465,1,209890796,0.7137817740440369,1
ECOM,34476,1,206888012,0.7376233339309692,1
ECOM,34490,1,207656388,0.902921199798584,1
ECOM,34496,1,207978102,0.8349490165710449,1
ECOM,34548,1,207907555,0.6597002744674683,5
ECOM,34552,1,208504187,0.8908382654190063,2
ECOM,34553,1,204793356,0.9488314986228943,1
ECOM,34557,1,207907559,0.6991227865219116,5
ECOM,34559,1,207907557,0.5935389995574951,10
ECOM,34595,1,203199121,0.9201812744140625,1
ECOM,34609,1,207543190,0.8393627405166626,2
ECOM,34610,1,207543191,0.7230947017669678,14
ECOM,34624,1,207934191,0.8789725303649902,1
ECOM,34637,1,209934620,0.8265411853790283,1
ECOM,34638,1,209934621,0.7593914270401001,1
ECOM,34640,1,206120294,0.8103444576263428,1
ECOM,34648,1,207919773,0.8869454860687256,1
ECOM,34657,1,207938488,0.7337901592254639,15
ECOM,34659,1,208504191,0.8280581831932068,1
ECOM,34661,1,208294716,0.8445852398872375,1
ECOM,34662,1,208294722,0.8508174419403076,1
ECOM,34666,1,207876534,0.8081946969032288,10
ECOM,34697,1,206783262,0.9213169813156128,1
ECOM,34708,1,208186248,0.7965317964553833,1
ECOM,34719,1,207543188,0.8748992681503296,2
ECOM,34723,1,207666380,0.9389969110488892,1
ECOM,34724,1,207666382,0.9498621821403503,1
ECOM,34725,1,207666381,0.9341915249824524,1
ECOM,34727,1,207666379,0.9316815137863159,1
ECOM,34728,1,207534895,0.9448161125183105,1
ECOM,34747,1,203388440,0.868007481098175,1
ECOM,34751,1,207543189,0.8481975197792053,2
ECOM,34754,1,207543198,0.7543264627456665,14
ECOM,34770,1,207959798,0.7625824213027954,15
ECOM,34791,2,204736197,0.9166988730430603,1
ECOM,34815,1,208033806,0.6308130025863647,1
ECOM,34824,1,207390710,0.8731509447097778,1
ECOM,34829,1,207682340,0.7970372438430786,1
ECOM,34831,1,207682339,0.8072192668914795,1
ECOM,34836,1,208653775,1.0000001192092896,1
ECOM,34848,1,208117930,0.730411171913147,1
ECOM,34854,1,209297157,0.8889856338500977,1
ECOM,34858,1,208294698,0.9156215190887451,1
ECOM,34860,1,208114664,0.45922890305519104,10
ECOM,34864,1,208294717,0.9142745733261108,1
ECOM,34878,1,207895085,0.8037031888961792,1
ECOM,34880,1,207929461,0.7981244325637817,1
ECOM,34881,1,208294718,0.9186217784881592,1
ECOM,34883,1,208893644,0.5757684707641602,7
ECOM,34894,1,208504340,0.9046422839164734,1
ECOM,34895,1,208504345,0.9161589741706848,1
ECOM,34897,1,208504421,0.9090697765350342,1
ECOM,34899,1,207959814,0.8773325681686401,1
ECOM,34901,1,208294715,0.7928808927536011,2
ECOM,34904,1,208294927,0.8606723546981812,1
ECOM,34905,1,207514568,0.8973879218101501,1
ECOM,34926,1,208117932,0.8205420970916748,1
ECOM,34927,1,208117933,0.7457015514373779,1
ECOM,34928,1,208117931,0.882844090461731,1
ECOM,34934,1,208117929,0.8895664811134338,1
ECOM,34937,1,208114670,0.4805952310562134,7
ECOM,34941,1,208504307,0.8691275715827942,1
ECOM,34944,1,208042977,0.7673423290252686,2
ECOM,34945,1,208114674,0.40527430176734924,27
ECOM,34946,1,208114672,0.4051544964313507,21
ECOM,34947,1,208114673,0.42196226119995117,23
ECOM,34948,1,208114675,0.47205862402915955,13
ECOM,34959,1,207383660,0.8840049505233765,1
ECOM,34960,1,208455896,0.8768056035041809,1
ECOM,34961,1,208114683,0.7382466793060303,3
ECOM,34962,1,208114681,0.46844083070755005,9
ECOM,34963,1,208114682,0.7916171550750732,1
ECOM,34966,1,207965387,0.8488830327987671,1
ECOM,34968,1,209297152,0.7020092010498047,1
ECOM,34969,1,208294720,0.7354721426963806,6
ECOM,34976,1,208504300,0.9116164445877075,1
ECOM,34981,1,208504339,0.8981137275695801,1
ECOM,34998,1,208079230,0.6769307851791382,26
ECOM,35010,1,208117938,0.797243595123291,1
ECOM,35011,1,208117936,0.8194969296455383,1
ECOM,35012,1,207642355,0.7929800748825073,1
ECOM,35014,1,208117937,0.7606407999992371,1
ECOM,35018,1,207900343,0.7599639892578125,2
ECOM,35019,1,208117926,0.4708477854728699,18
ECOM,35022,1,208117925,0.7062667012214661,4
ECOM,35024,1,208156876,0.5283957719802856,20
ECOM,35031,1,208156878,0.8897780179977417,1
ECOM,35033,1,208156877,0.8837717175483704,1
ECOM,35034,1,208504369,0.890500545501709,1
ECOM,35035,1,208156879,0.8467323184013367,1
ECOM,35044,1,208504370,0.8936492800712585,1
ECOM,35045,1,207986331,0.7511732578277588,1
ECOM,35052,1,207897840,0.8815867900848389,1
ECOM,35054,1,202784218,0.7720141410827637,1
ECOM,35060,1,207653535,0.543610692024231,2
ECOM,35111,1,201701865,0.6201708316802979,10
ECOM,35153,1,206887905,0.7138568162918091,1
ECOM,35165,1,208117924,0.725630521774292,2
ECOM,35175,1,208117922,0.2914304733276367,123
ECOM,35183,1,208117920,0.6294664740562439,6
ECOM,35185,1,208504304,0.920765221118927,1
ECOM,35186,1,208117919,0.827394962310791,2
ECOM,35190,1,208117918,0.8881030678749084,1
ECOM,35194,1,208504297,0.9242965579032898,1
ECOM,35201,1,208504318,0.9142189025878906,1
ECOM,35216,1,208294701,0.9154062867164612,1
ECOM,35218,1,207536225,0.8572980165481567,1
ECOM,35219,1,208504334,0.9081346988677979,1
ECOM,35226,1,209869989,0.9325463771820068,1
ECOM,35231,1,208114686,0.7821776866912842,2
ECOM,35237,1,207686035,0.6646755933761597,1
ECOM,35247,1,208504407,0.8717451095581055,1
ECOM,35276,1,208084021,0.8684250116348267,1
ECOM,35277,1,208085253,0.8788199424743652,1
ECOM,35282,1,207937987,0.8194326758384705,1
ECOM,35305,1,207637793,0.7143306136131287,2
ECOM,35306,1,207543196,0.9037173986434937,1
ECOM,35308,1,208270234,0.8801665306091309,1
ECOM,35309,1,208504378,0.8455580472946167,1
ECOM,35332,1,208504422,0.8873854875564575,1
ECOM,35334,1,208504396,0.8913178443908691,1
ECOM,35384,1,208289993,0.7839869856834412,1
ECOM,35388,1,208294724,0.9084426164627075,1
ECOM,35415,1,206827757,0.8804844617843628,1
ECOM,35431,1,207506251,0.8404244780540466,1
ECOM,35467,1,201699873,0.7284501791000366,3
ECOM,35475,1,208670546,0.8305670619010925,1
ECOM,35477,1,206359209,0.9840842485427856,1
ECOM,35485,1,206901613,0.86395663022995,1
ECOM,35498,1,90144998,0.9183207750320435,1
ECOM,35519,1,208289950,0.944579541683197,1
ECOM,35525,1,207543201,0.8453209400177002,2
ECOM,35530,1,210252184,0.8521178960800171,2
ECOM,35552,1,206928359,0.9314132928848267,1
ECOM,35591,1,208171946,0.8333104252815247,1
ECOM,35623,1,207514417,0.7004596590995789,1
ECOM,35662,1,207535170,0.8572225570678711,1
ECOM,35663,1,207536226,0.856041669845581,1
ECOM,35666,1,208289990,0.8916676044464111,1
ECOM,35680,1,208156276,0.9137696027755737,1
ECOM,35693,1,208184892,0.840346097946167,1
ECOM,35694,1,208184891,0.8512508273124695,1
ECOM,35738,1,208688474,0.6864842772483826,7
ECOM,35748,1,210435439,0.9457675218582153,1
ECOM,35800,1,208504190,0.5849206447601318,20
ECOM,35810,1,10326220,0.8310962319374084,1
ECOM,35843,1,207645242,1.0,1
ECOM,35851,1,206462228,0.8864759802818298,1
ECOM,35853,1,208085175,0.7843989133834839,1
ECOM,35872,1,207937885,0.7703136801719666,2
ECOM,35877,1,204020411,0.7421692609786987,1
ECOM,35900,1,208190046,0.8246869444847107,1
ECOM,35903,1,205769439,0.9655917882919312,1
ECOM,35905,1,204238996,0.7632026672363281,1
ECOM,35925,2,202592699,0.7532016038894653,1
ECOM,35981,1,207539418,0.8750584125518799,1
ECOM,35983,1,206854534,0.8487780690193176,1
ECOM,35987,1,207464939,0.7287231683731079,2
ECOM,35990,1,204049431,0.6553937792778015,1
ECOM,36001,1,208504423,0.8259664177894592,1
ECOM,36020,1,202472204,0.8480517268180847,2
ECOM,36021,1,208226693,0.7207224369049072,1
ECOM,36022,1,208226697,0.7280339002609253,7
ECOM,36023,1,202451162,0.8923441171646118,1
ECOM,36027,1,203396159,0.8834013938903809,1
ECOM,36029,1,202785722,0.9471684098243713,1
ECOM,36033,1,202861078,0.8737682104110718,1
ECOM,36052,1,90142591,0.8589625954627991,1
ECOM,36053,1,90141687,1.0,1
ECOM,36061,1,208791922,0.8014615178108215,1
ECOM,36077,1,207900176,0.8799060583114624,1
ECOM,36080,1,207900178,0.8550137877464294,1
ECOM,36083,1,206362623,0.8526257872581482,3
ECOM,36084,1,205664938,0.8516652584075928,3
ECOM,36097,2,208131008,0.811664879322052,2
ECOM,36102,1,90139585,0.778484582901001,2
ECOM,36117,1,206901652,0.7462567090988159,1
ECOM,36118,1,203142471,0.8191506266593933,1
ECOM,36123,1,208504432,0.7675732374191284,1
ECOM,36124,1,208504429,0.8435804843902588,1
ECOM,36127,1,210402579,0.9358605742454529,1
ECOM,36142,1,207907548,0.6241532564163208,5
ECOM,36143,1,207907552,0.7220824360847473,1
ECOM,36149,1,207907550,0.673358678817749,5
ECOM,36151,1,207907558,0.6405715346336365,5
ECOM,36161,1,208171631,0.8819770812988281,1
ECOM,36168,1,208171630,0.8830620646476746,1
ECOM,36169,2,205691190,0.7495304346084595,1
ECOM,36172,1,207907535,0.5842689871788025,9
ECOM,36197,1,207925440,0.716019868850708,1
ECOM,36207,1,10363070,0.7801922559738159,1
ECOM,36243,1,206678505,0.8434223532676697,1
ECOM,36249,1,208504437,0.7429708242416382,1
ECOM,36258,1,10376165,0.8042497634887695,1
ECOM,36260,1,10316920,0.9221835732460022,1
ECOM,36264,1,209000383,0.8251490592956543,1
ECOM,36270,1,208742932,0.7845672369003296,2
ECOM,36274,1,206870289,0.9496376514434814,1
ECOM,36286,1,208791921,0.8101046085357666,1
ECOM,36295,1,90128026,0.812271773815155,1
ECOM,36299,1,208342524,0.8022181987762451,1
ECOM,36305,1,202899626,0.7993391752243042,1
ECOM,36308,1,209000385,0.8546989560127258,1
ECOM,36309,1,208409785,0.845288872718811,1
ECOM,36345,1,204407682,0.8356063365936279,3
ECOM,36361,1,208226689,0.8212758302688599,2
ECOM,36364,1,208226700,0.8006399869918823,2
ECOM,36365,1,208226696,0.7803397178649902,5
ECOM,36367,1,208464207,0.6860225200653076,2
ECOM,36381,1,208226695,0.859725832939148,1
ECOM,36383,1,208226699,0.7920899987220764,8
ECOM,36388,1,208226694,0.8606785535812378,1
ECOM,36430,1,208226690,0.7690198421478271,1
ECOM,36446,1,208226698,0.8550706505775452,1
ECOM,36450,1,209393872,0.7967731952667236,8
ECOM,36451,1,208237792,0.7790658473968506,5
ECOM,36452,1,209208655,0.7925818562507629,5
ECOM,36454,1,208237793,0.8022713661193848,5
ECOM,36456,1,208226692,0.7867932915687561,3
ECOM,36458,1,208237795,0.8066630363464355,2
ECOM,36471,1,209208661,0.9042838215827942,1
ECOM,36494,1,204740975,0.8447201251983643,1
ECOM,36502,1,209306029,0.7065168619155884,2
ECOM,36507,1,208939028,0.6633756756782532,6
ECOM,36515,1,209687172,0.8654918670654297,1
ECOM,36556,1,209891040,0.7959388494491577,12
ECOM,36607,1,209891039,0.701806902885437,1
ECOM,36617,1,208453643,0.8395472168922424,1
ECOM,36620,1,208453646,0.8315514922142029,1
ECOM,36635,1,208409750,0.8873260617256165,2
ECOM,36636,1,206783256,0.908920168876648,1
ECOM,36637,1,205728900,0.9399566054344177,1
ECOM,36705,1,208930722,0.7741826176643372,1
ECOM,36718,1,208930723,0.6870066523551941,2
ECOM,36722,1,209656935,0.8376988768577576,1
ECOM,36746,1,208930717,0.8846985697746277,1
ECOM,36761,1,208453648,0.8343803882598877,1
ECOM,36789,1,208154854,0.6420080661773682,1
ECOM,36796,1,208154853,0.6072288751602173,2
ECOM,36803,1,207469300,0.9643920660018921,1
ECOM,36808,1,210399818,0.8210608959197998,1
ECOM,36811,1,208930714,0.658385157585144,7
ECOM,36812,1,210399819,0.6885617971420288,2
ECOM,36816,1,208893656,0.6546922922134399,2
ECOM,36824,1,209306028,0.9032541513442993,1
ECOM,36859,1,210399849,0.7245826721191406,1
ECOM,36861,1,210442348,0.9204913377761841,1
ECOM,36862,1,208342520,0.5846059322357178,5
ECOM,36864,1,210442350,0.9226987361907959,1
ECOM,36906,1,208656495,0.8308430910110474,1
ECOM,36909,1,208656497,0.8272048234939575,1
ECOM,36931,1,208370418,0.7953413724899292,1
ECOM,36957,1,207390709,0.8824347257614136,1
ECOM,36962,1,207899814,0.09059326350688934,748
ECOM,36969,1,203474227,0.5721010565757751,1
ECOM,36988,1,209253739,0.7565484642982483,1
ECOM,36990,1,209253738,0.7340041399002075,3
ECOM,36993,1,206928378,0.8992462754249573,1
ECOM,36999,1,206761808,0.7461186051368713,1
ECOM,37010,1,210399855,0.758584201335907,2
ECOM,37039,1,208504461,0.6096051931381226,2
ECOM,37045,1,208791919,0.8227506875991821,1
ECOM,37052,1,208941076,0.6049599647521973,14
ECOM,37054,1,208941074,0.6763898730278015,7
ECOM,37055,1,208941075,0.6832562685012817,7
ECOM,37078,1,210399915,0.7593637704849243,1
ECOM,37087,1,208941079,0.8561903834342957,1
ECOM,37091,1,207390618,0.884787380695343,1
ECOM,37110,1,209114551,0.908919095993042,1
ECOM,37120,1,209114551,0.8665640354156494,1
ECOM,37123,1,209114552,0.9490153789520264,1
ECOM,37139,1,208893658,0.7580151557922363,1
ECOM,37141,1,209194240,0.8205450773239136,1
ECOM,37142,1,209194241,0.6752989888191223,3
ECOM,37145,1,208941080,0.7369598150253296,5
ECOM,37150,1,208791918,0.8753184080123901,1
ECOM,37162,1,209208718,0.8325473070144653,1
ECOM,37174,1,209208663,0.940177857875824,1
ECOM,37181,1,209705773,0.7393959760665894,7
ECOM,37182,1,209705774,0.761974573135376,3
ECOM,37183,1,209656949,0.7527831792831421,2
ECOM,37187,1,209656951,0.9508799910545349,1
ECOM,37192,1,209656955,0.9547834992408752,1
ECOM,37196,1,209656956,0.9607225060462952,1
ECOM,37198,1,209656957,0.95866858959198,1
ECOM,37201,1,209656971,0.7692227363586426,7
ECOM,37202,1,209656959,0.9541062116622925,1
ECOM,37207,1,209656962,0.9502121210098267,1
ECOM,37208,1,209656950,0.7883639931678772,1
ECOM,37210,1,209656961,0.7943151593208313,1
ECOM,37211,1,209310260,0.8285742402076721,1
ECOM,37231,1,209114390,0.950350821018219,1
ECOM,37235,1,210256478,0.8172837495803833,1
ECOM,37254,1,209199789,0.8702762126922607,1
ECOM,37257,1,209208719,0.7644282579421997,1
ECOM,37287,1,208937533,0.7693654298782349,2
ECOM,37293,1,209245965,0.8637840151786804,1
ECOM,37301,1,209302310,0.9155014157295227,1
ECOM,37308,1,209901965,0.8868671655654907,1
ECOM,37309,1,209901964,0.8693008422851562,2
ECOM,37310,1,209901966,0.7327042818069458,8
ECOM,37311,1,209901963,0.7475967407226562,8
ECOM,37322,1,209307663,0.909375011920929,1
ECOM,37331,1,207686317,0.8676648139953613,1
ECOM,37340,1,208890876,0.789270281791687,1
ECOM,37354,1,207390184,0.6905148029327393,1
ECOM,37360,1,202784323,0.7496368885040283,1
ECOM,37403,1,209705777,0.6685268878936768,4
ECOM,37404,1,209705778,0.7207040786743164,3
ECOM,37405,1,208973561,0.7142691612243652,1
ECOM,37421,1,209896693,0.880919873714447,1
ECOM,37457,1,209026634,0.8205607533454895,1
ECOM,37462,1,209026638,0.7909785509109497,3
ECOM,37468,1,209310241,0.8384836912155151,1
ECOM,37469,1,209310248,0.7761902809143066,1
ECOM,37474,1,209310245,0.8461090922355652,1
ECOM,37477,1,209634135,0.8174405097961426,1
ECOM,37495,1,206746475,0.806607723236084,1
ECOM,37496,1,202985950,0.8487319946289062,1
ECOM,37497,1,208410812,0.7875794768333435,1
ECOM,37499,1,208043057,0.8043498992919922,1
ECOM,37531,1,204226641,0.7927708625793457,1
ECOM,37539,1,208670548,0.9077304601669312,1
ECOM,37558,1,205690063,0.8232537508010864,1
ECOM,37589,1,209085184,0.6669652462005615,4
ECOM,37606,1,10353206,0.9063599109649658,1
ECOM,37623,1,208809705,0.9619551301002502,1
ECOM,37646,1,209122918,0.8577418327331543,1
ECOM,37648,1,209122921,0.8826519846916199,1
ECOM,37650,1,209122924,0.8941279649734497,1
ECOM,37652,1,210254965,0.8107942938804626,1
ECOM,37686,1,208893667,0.8396570682525635,1
ECOM,37716,1,207899810,0.7997851967811584,4
ECOM,37722,1,210401458,0.9403561949729919,1
ECOM,37749,1,210399743,0.7033674120903015,5
ECOM,37767,1,204588748,0.9816710352897644,1
ECOM,37796,1,210239335,0.9221037030220032,1
ECOM,37803,1,207875395,0.9174988269805908,1
ECOM,37805,1,209085175,0.5094872117042542,3
ECOM,37807,1,207682397,0.9749084711074829,1
ECOM,37808,1,204740188,0.9597375392913818,1
ECOM,37810,1,210462233,0.7819473147392273,2
ECOM,37811,1,209245960,0.8464646339416504,1
ECOM,37812,1,209245958,0.8121792078018188,1
ECOM,37825,1,205505156,0.994881272315979,1
ECOM,37856,1,210252385,0.8905411958694458,1
ECOM,37859,1,210399745,0.8975734710693359,2
ECOM,37872,1,210190818,0.707927942276001,1
ECOM,37877,1,210401451,0.665289044380188,1
ECOM,37878,1,210258465,0.6061927676200867,3
ECOM,37893,1,208937534,0.8326625823974609,3
ECOM,37907,1,210227260,0.8982369899749756,1
ECOM,37915,1,207465595,0.8328882455825806,1
ECOM,37934,1,208710844,0.715490460395813,22
ECOM,37964,1,209310243,0.893518328666687,1
ECOM,38001,1,209871973,0.8539987802505493,1
ECOM,38003,1,210404123,0.863899827003479,1
ECOM,38008,1,210227271,0.7475767731666565,6
ECOM,38096,1,207391434,0.9278088808059692,1
ECOM,38098,1,209026630,0.7906661033630371,2
ECOM,38106,1,202026554,0.9864519238471985,1
ECOM,38108,1,208893661,0.7173125743865967,1
ECOM,38127,1,209720586,0.8159113526344299,1
ECOM,38129,1,210227261,0.9270123243331909,1
ECOM,38142,1,206928388,0.7454075813293457,1
ECOM,38164,1,209700735,0.8388729691505432,1
ECOM,38173,1,210441817,0.8378213047981262,2
ECOM,38208,1,207527632,0.8101130723953247,1
ECOM,38214,1,210399746,0.7258034944534302,1
ECOM,38221,1,203343197,1.0000001192092896,1
ECOM,38231,1,201744288,0.7193320989608765,1
ECOM,38278,1,206725964,0.8887559175491333,1
ECOM,38295,1,210258472,0.8935121297836304,1
ECOM,38296,1,210647824,0.9073580503463745,1
ECOM,38323,1,203379234,0.6151019930839539,14
ECOM,38324,1,209393521,0.7628347277641296,1
ECOM,38327,1,207390671,0.9407654404640198,1
ECOM,38329,1,210227282,0.63887619972229,6
ECOM,38343,1,207935920,0.7445091009140015,11
ECOM,38345,1,208890628,0.9046355485916138,2
ECOM,38346,1,208167531,0.8729567527770996,1
ECOM,38388,1,210399777,0.9270203113555908,1
ECOM,38399,1,210479062,0.6855828762054443,1
ECOM,38400,1,209208547,0.8052482008934021,1
ECOM,38434,1,210227285,0.930944561958313,1
ECOM,38449,1,206576717,0.8832762837409973,1
ECOM,38451,1,205817166,0.8342634439468384,1
ECOM,38452,1,208226470,0.993811309337616,1
ECOM,38455,1,202104453,0.9879085421562195,1
ECOM,38457,1,206671732,0.924068033695221,1
ECOM,38466,1,206576716,0.9132193326950073,1
ECOM,38468,1,210435432,0.6249142289161682,1
ECOM,38473,1,10333846,0.8814083933830261,1
ECOM,38474,1,10343605,0.7689346075057983,1
ECOM,38475,1,10140760,0.741278350353241,1
ECOM,38477,1,10011646,0.8304026126861572,1
ECOM,38480,1,204647332,0.8624852299690247,1
ECOM,38483,1,210259873,0.7587842345237732,2
ECOM,38486,1,205865187,0.9663769006729126,1
ECOM,38492,1,206725966,0.8132101893424988,1
ECOM,38500,1,208787116,0.8162108659744263,1
ECOM,38507,1,206181767,0.9499311447143555,1
ECOM,38511,1,210460676,0.9490915536880493,1
ECOM,38522,1,210267015,0.8221380710601807,1
ECOM,38550,1,208296017,0.660484254360199,4
ECOM,38574,1,210190784,0.7543632984161377,7
ECOM,38587,1,208937347,0.7453684210777283,5
ECOM,38619,1,202985806,0.9349856376647949,1
ECOM,38640,1,209890560,0.8267309069633484,1
ECOM,38644,1,208344063,0.6051470041275024,1
ECOM,38653,1,210571462,0.7347434759140015,1
ECOM,38693,1,208710842,0.7017419338226318,33
ECOM,38697,1,206892248,0.9809209704399109,1
ECOM,38704,1,209114575,0.9104492664337158,1
ECOM,38726,1,204080936,0.8106093406677246,1
ECOM,38733,1,207979206,1.0000001192092896,1
ECOM,38735,1,203329570,0.940208375453949,1
ECOM,38751,1,204389692,0.7974874973297119,1
ECOM,38767,1,204154429,0.7617883086204529,1
ECOM,38773,1,210441166,0.8161071538925171,1
ECOM,38777,1,204587960,0.7474428415298462,1
ECOM,38781,1,207920831,0.5491689443588257,5
ECOM,38782,1,210566840,0.9039260745048523,1
ECOM,38784,1,204222897,0.8651407361030579,1
ECOM,38794,1,209704118,0.9566811323165894,1
ECOM,38796,1,209310279,0.8717882633209229,1
ECOM,38798,1,205852250,0.9176867008209229,1
ECOM,38800,1,207654105,0.7271571159362793,2
ECOM,38806,1,210536123,0.7102510929107666,1
ECOM,38813,1,209301534,0.649509072303772,1
ECOM,38826,1,208294970,0.8474758267402649,2
ECOM,38831,1,201854347,0.6767044067382812,1
ECOM,38834,1,209310268,0.6340615749359131,1
ECOM,38873,1,210399907,0.7361159324645996,2
ECOM,38876,1,210634625,0.5340754985809326,2
ECOM,38880,1,210634626,0.654394805431366,1
ECOM,38920,1,206870284,0.9779908657073975,1
ECOM,38939,1,204823067,0.8623490929603577,1
ECOM,38944,1,201965217,0.8207416534423828,1
ECOM,38957,1,207535265,0.8205304145812988,1
ECOM,39038,1,204348269,0.6643526554107666,1
ECOM,39039,1,210490135,0.8003600239753723,2
ECOM,39054,1,207390496,0.6857538223266602,1
ECOM,39088,1,205074757,0.8246738314628601,1
ECOM,39090,1,208504394,0.8517853021621704,1
ECOM,39175,1,204822679,0.9826198816299438,1
ECOM,39176,1,10380060,0.7709476947784424,1
ECOM,39179,1,10365096,0.9402909874916077,1
