aggregation,dataset,column,k,n_splits,seeds,lambda_mean,lambda_sd,lambda_se,lambda_min,lambda_max,psi_mean,psi_sd,psi_se,psi_min,psi_max,declared_mean,correct_mean,false_links_mean,missing_matches_mean,n_true_records_mean,n_train_pairs_full_mean,n_ce_train_pairs_mean,n_ce_validation_pairs_mean,negative_count_mean_full_mean,runtime_seconds_mean
primary_3_seeds,DBLP,forced-1:1,1,3,42 43 44,0.026674355041022276,0.006074267965949237,0.0035069802452707124,0.02195945945945946,0.03352891869237217,0.026479460778977688,0.00605503613648887,0.003495876743354761,0.020066889632107024,0.03209876543209877,1186.3333333333333,1154.6666666666667,31.666666666666668,32.0,1207.0,2402.0,1921.0,481.0,1.0,24.273144165674847
primary_3_seeds,DBLP,k=5,5,3,42 43 44,0.02239054964919074,0.0069378645174844045,0.004005577946770774,0.016433853738701727,0.030008110300081103,0.0055187870734642805,0.001694327641858174,0.0009782205201222408,0.004132231404958678,0.007407407407407408,1218.6666666666667,1191.3333333333333,27.333333333333332,6.666666666666667,1207.0,4874.333333333333,3899.0,975.3333333333334,3.0585457271880165,39.21332343419393
primary_3_seeds,ECOM,forced-1:1,1,3,42 43 44,0.03130076713699571,0.002894777461291063,0.0016713005465204568,0.028688524590163935,0.03441295546558704,0.0948860135551448,0.006998038626987398,0.004040319485090573,0.08687615526802218,0.09981515711645102,489.6666666666667,474.3333333333333,15.333333333333334,51.333333333333336,541.0,1080.0,864.0,216.0,1.0,13.271549860636393
primary_3_seeds,ECOM,k=5,5,3,42 43 44,0.05571971136285795,0.008354610299610982,0.004823536505454821,0.05057471264367816,0.06535947712418301,0.1725200246457178,0.022283599901448094,0.012865442401614977,0.15157116451016636,0.19593345656192238,447.6666666666667,422.6666666666667,25.0,93.33333333333333,541.0,2738.0,2190.0,548.0,4.07037037037037,23.831897258758545
