dataset,dataset_display,fraction,seed,scheme,target_FLR,inner_FLR,bias_FLR,target_MMR,inner_MMR,bias_MMR,outer_labelled_size,outer_holdout_size,inner_train_draw_size,inner_train_unique_size,inner_test_size,target_reused,target_source,analysis18_checkpoint_present_and_compatible,threshold,validation_f1,n_train_pairs_total,n_fit_pairs,n_validation_pairs,inner_declared,inner_false_links,inner_missing_matches,inner_n_true_records,train_seconds_this_run,evaluation_seconds,model_path,prediction_path,split_path,analysis,created_at,inner_correct,inner_test_ids_hash,inner_train_draw_hash,model_loaded_from_checkpoint,protocol_version,role
DBLP,DBLP-Scholar,0.7,42,bootstrap_OOB,0.0110803324099723,0.030721966205837174,0.019641633795864873,0.013755158184319119,0.006230529595015576,-0.007524628589303543,1831,785,1831,1133,698,True,analysis18_cell_prediction_manifest,True,0.5000000000000001,0.973293768545994,81769,65415,16354,651,20,4,642,443.049724817276,19.32103705406189,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_42,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed42_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed42_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 17:24:39,631,a6502de2932c81bcc2adc7836a7811cda60430ae47081a9e82065f9a2fd3cd43,d923ea6144afc6b2a21b7eb807d8326f8099539012e6183a5130c28d11c1e6d6,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,43,bootstrap_OOB,0.02200825309491059,0.014802631578947368,-0.007205621515963224,0.008298755186721992,0.011494252873563218,0.0031954976868412265,1831,785,1831,1157,674,True,analysis18_cell_prediction_manifest,True,0.30000000000000004,0.9766081871345029,82982,66385,16597,608,9,7,609,444.9706654548645,18.68248987197876,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_43,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed43_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed43_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 17:38:06,599,79ae078f3c6f0b25ec41c110534936e7d83f216044aa2a84119380e9c488fa8b,e2f94177e587cea102ad2af6463217b41ceba5770a383f106dc3585e55e74c42,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,44,bootstrap_OOB,0.008207934336525308,0.01129032258064516,0.003082388244119853,0.008185538881309686,0.0128,0.004614461118690315,1831,785,1831,1156,675,True,analysis18_cell_prediction_manifest,True,0.8000000000000002,0.9705014749262537,81279,65023,16256,620,7,8,625,430.8935778141022,19.150216579437256,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_44,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed44_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed44_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 17:51:23,613,7edbe5e1423c46f03f5f1c2389577e4312884ef65fd28e4a61a16d91846c1356,703549bc769ae37951ba35d7a40539c12c64f68641697786b282cc5b97f17971,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,45,bootstrap_OOB,0.0136986301369863,0.027331189710610933,0.013632559573624633,0.005502063273727648,0.0048543689320388345,-0.0006476943416888134,1831,785,1831,1164,667,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.9718518518518519,82204,65763,16441,622,17,3,618,440.29197907447815,18.382583141326904,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_45,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed45_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed45_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 18:04:38,605,d5d3b76d0af47cb45e5ba5bfb576b7b664f40a79bdbaffc793f6db57bd5744b5,dfa580957490351dbfa32081c30ec219ca8aab69eb7e3869cb2fa8a3b4e4fc9a,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,46,bootstrap_OOB,0.014005602240896359,0.03343949044585987,0.019433888204963515,0.009831460674157303,0.008038585209003215,-0.0017928754651540882,1831,785,1831,1162,669,True,analysis18_cell_prediction_manifest,True,0.1,0.95,82427,65941,16486,628,21,5,622,452.451055765152,18.80315089225769,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_46,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed46_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed46_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 18:18:09,607,e64461b9012a9b409ab6b27ccb6fbfefa4204404fd5d29845428753b12a61ba6,a9dc76ea28b3eb08e2f9c18aded4dc45ca6fb2b345357c17f504e2efcced2837,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,47,bootstrap_OOB,0.013793103448275862,0.02090032154340836,0.007107218095132498,0.013717421124828532,0.01129032258064516,-0.002427098544183371,1831,785,1831,1164,667,True,analysis18_cell_prediction_manifest,True,0.8000000000000002,0.9523809523809523,81350,65080,16270,622,13,7,620,439.6504707336426,18.817877054214478,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_47,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed47_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed47_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 18:31:28,609,95d2cbb12c1ca5a3242abb9b941d8fce693218fceb1aa33771914f29d3d0890d,a516010b9533951743e8d035aa0a1230debaae36ad026a5a9304759e84a3b0d8,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,48,bootstrap_OOB,0.005571030640668524,0.01610305958132045,0.010532028940651927,0.01510989010989011,0.00967741935483871,-0.0054324707550514,1831,785,1831,1160,671,True,analysis18_cell_prediction_manifest,True,0.5000000000000001,0.9610778443113772,81468,65174,16294,621,10,6,620,439.26452112197876,18.842336416244507,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_48,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed48_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed48_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 18:44:56,611,fb5595bfef1db0b8c0f342d57827c84bd8043692ce21de29ea310a19c81f9324,7eaf8ca724fcaa5e4b5a7dd671b73d8c80deb70bebe78d96bf6c594c2b0d05ae,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,49,bootstrap_OOB,0.011034482758620689,0.029801324503311258,0.01876684174469057,0.008275862068965517,0.014950166112956811,0.006674304043991294,1831,785,1831,1176,655,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.9689807976366323,82254,65803,16451,604,18,9,602,440.90057277679443,18.168644428253174,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_49,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed49_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed49_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 18:58:15,586,da3cf167b7780ec39d1a78ae9f9c8353faefcace045970b653a3ee63c3216049,8174097deba66efb70a529f2b5d65acfd619544fb9e97815524d1b7802221f15,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,50,bootstrap_OOB,0.025,0.021775544388609715,-0.0032244556113902867,0.011095700416088766,0.008460236886632826,-0.0026354635294559402,1831,785,1831,1189,642,True,analysis18_cell_prediction_manifest,True,0.8500000000000002,0.9708454810495627,82035,65628,16407,597,13,5,591,449.096542596817,18.628281116485596,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_50,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed50_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed50_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 19:11:51,584,c6fd53230c75abb61a56f31cdcacd78601ba10069d9ae6863552c7791b7977b9,1d53c103d851ed9983edefc37fb9bf98615b22dd3df03dc3d4f46739145c7921,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.7,51,bootstrap_OOB,0.008486562942008486,0.03210272873194221,0.023616165789933724,0.015363128491620111,0.00974025974025974,-0.005622868751360371,1831,785,1831,1157,674,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.9668109668109668,83083,66466,16617,623,20,6,616,458.70637249946594,18.92613172531128,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p70/seed_51,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p70_seed51_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p70_seed51_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 19:25:44,603,fcd53fdb96d73f1a5f7da1a3a53af171a3c116b1d9a6cadce0de37dc9eeef177,2e0468c9e30553146fee2c7a3ee9968a07cdaf8af02a7b55934b46ba30a63643,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,42,SRSWOR_65_35,0.02040816326530612,0.015197568389057751,-0.00521059487624837,0.010309278350515464,0.019490254872563718,0.009180976522048254,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.40000000000000013,0.924901185770751,61283,49026,12257,658,10,13,667,357.706426858902,20.114158868789673,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_42,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed42_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed42_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 19:32:19,648,976659e4fbb1d94f8fc80e01e79a21e61921db8dfff696e84aa40779de846f1e,83538b3543b9663707afa0f26f2a76135518b0ff1585d0310519025ce35e9ad0,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,43,SRSWOR_65_35,0.026804123711340205,0.02167630057803468,-0.005127823133305523,0.0041753653444676405,0.007288629737609329,0.0031132643931416886,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.15000000000000002,0.9277566539923955,60612,48489,12123,692,15,5,686,317.5833308696747,20.704166412353516,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_43,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed43_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed43_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 19:47:18,677,de2e7188d5c65e8438b927e45e4c48649a35cb0469335977448348cd3c0f70e0,75b4cbe21540fe84582b0b64e420275b25ae8e6de241f3304e28da12a34db14a,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,44,SRSWOR_65_35,0.016227180527383367,0.01634472511144131,0.00011754458405794158,0.0020491803278688526,0.014814814814814815,0.012765634486945962,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.8500000000000002,0.9444444444444444,60740,48592,12148,673,11,10,675,319.0385892391205,20.580323696136475,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_44,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed44_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed44_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 20:02:10,662,f10d762539f71f503aae1ccf96327e657b5a1dacea80ac747f6cfa027be971ab,17beb7619e7e8997d7878458173802e34dae0583c5094beaec235777ad773c4c,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,45,SRSWOR_65_35,0.002066115702479339,0.03249630723781388,0.030430191535334543,0.010224948875255624,0.010447761194029851,0.00022281231877422682,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.932,60953,48762,12191,677,22,7,670,321.769380569458,20.167954921722412,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_45,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed45_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed45_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 20:17:05,655,937e6d97fc14d39fba0fce1c3f625a1dd0783b980cc86cda0595206d7997167d,2e80f1a6a09e388cfa53ccd6d148be09a2e4716263207b199eae04d9d7543ef1,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,46,SRSWOR_65_35,0.014989293361884369,0.01483679525222552,-0.00015249810965884888,0.017057569296375266,0.011851851851851851,-0.005205717444523415,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.7500000000000002,0.9411764705882353,61682,49345,12337,674,10,8,675,329.8723075389862,20.210487842559814,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_46,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed46_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed46_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 20:32:25,664,3f972f144e10b1870fd0672542e94e91186ed55415d504f61b8ddbf95b4766c6,26f15c2435f282d121c4448f865c532fb9bb2b5973e8d53af115d7e2ce6b4efd,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,47,SRSWOR_65_35,0.018292682926829267,0.014903129657228018,-0.0033895532696012493,0.014141414141414142,0.00894187779433681,-0.0051995363470773315,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.5500000000000002,0.9430255402750491,60592,48473,12119,671,10,6,671,317.52527499198914,20.192347049713135,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_47,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed47_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed47_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 20:47:13,661,db9c82419c710eb90b40cb60110e52774eb0ea88c3d8ee607cb6dc55dc50cc91,efe98cd12f4a38c85fc46abf33c3c4e472d01c6f820eff56b455b6a527bed681,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,48,SRSWOR_65_35,0.012371134020618556,0.014858841010401188,0.002487706989782632,0.008213552361396304,0.008915304606240713,0.0007017522448444086,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.3500000000000001,0.9065606361829026,60865,48692,12173,673,10,6,673,323.39438939094543,20.062371253967285,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_48,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed48_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed48_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 21:02:09,663,b3e69aec6a308a5a223ba7256a76d07c9d18b133c5a4dcd461dc76178afcbfbf,4b7fa9a781f8ad9c014e49c137488c2167384b4ae087549e6ad2c9ef0c8ec558,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,49,SRSWOR_65_35,0.006237006237006237,0.022222222222222223,0.015985215985215986,0.012345679012345678,0.008888888888888889,-0.0034567901234567894,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.9251968503937008,60861,48688,12173,675,15,6,675,322.08561754226685,20.448866605758667,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_49,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed49_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed49_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 21:17:25,660,8b8b38670f20e15b5ac51a39dc919679f5e4597023819dec32e4977d0f184773,26bef233f97249ecd8f6a739aaf0f8bd193914554e55b384e544ff09bf34ceb8,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,50,SRSWOR_65_35,0.022774327122153208,0.022222222222222223,-0.0005521048999309851,0.010351966873706004,0.008928571428571428,-0.001423395445134576,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.8000000000000002,0.9494163424124513,61128,48902,12226,675,15,6,672,329.4926595687866,20.637140035629272,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_50,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed50_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed50_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 21:32:45,660,8bbb60a547cd472ce0f0d14ec62b22b8ed246f7acd35d8b8f2afe995cb68353b,c903ac4c04421867ce3e96ceaa4f6d7ee0409dabeb1763f8992baeba21dc3cac,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,51,SRSWOR_65_35,0.019067796610169493,0.008902077151335312,-0.01016571945883418,0.016877637130801686,0.008849557522123894,-0.008028079608677793,2092,524,1359,1359,733,True,analysis18_cell_prediction_manifest,True,0.7500000000000002,0.9320388349514563,61304,49043,12261,674,6,6,678,334.61466932296753,20.469629049301147,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/SRSWOR_65_35/DBLP/f_0p80/seed_51,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed51_SRSWOR_65_35.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed51_SRSWOR_65_35.json,analysis22_section332_bias,2026-09-24 21:48:18,668,d4a63fbebfe6ae45cf1cfe98eb40e29fbf502d4b1ccf2713278c6f59edae0e66,ea98066702fe8832b163aeae3ed6a8b888d962a27df728f3f6654ddc5c10d732,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,42,bootstrap_OOB,0.02040816326530612,0.028455284552845527,0.008047121287539406,0.010309278350515464,0.005479452054794521,-0.004829826295720943,2092,524,2092,1299,793,True,analysis18_cell_prediction_manifest,True,0.8500000000000002,0.9639175257731959,93878,75102,18776,738,21,4,730,496.3891978263855,22.03020215034485,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_42,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed42_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed42_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 19:41:22,717,325e75ac3517e1ed706dadfef34c60e15697a95404550da04e1f382d36c7552e,368c620ab4f18a340706b72aad0dd0e5d901d466d8730302b0eb26f90684ef32,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,43,bootstrap_OOB,0.026804123711340205,0.021156558533145273,-0.005647565178194931,0.0041753653444676405,0.002857142857142857,-0.0013182224873247834,2092,524,2092,1336,756,True,analysis18_cell_prediction_manifest,True,0.9000000000000002,0.9739583333333334,93540,74832,18708,709,15,2,700,490.3914909362793,20.575875997543335,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_43,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed43_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed43_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 19:56:13,694,4b29389363c05d6f2c637c12c5c8540e88742244386eead665c9a18f0dcb92e4,5bb28da6f52ecc4a4d392b21784b4407f15360680b831f16b25f66da773d01b4,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,44,bootstrap_OOB,0.016227180527383367,0.027434842249657063,0.011207661722273696,0.0020491803278688526,0.012362637362637362,0.010313457034768509,2092,524,2092,1297,795,True,analysis18_cell_prediction_manifest,True,0.30000000000000004,0.9701686121919585,93744,74995,18749,729,20,9,728,489.383891582489,22.073776721954346,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_44,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed44_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed44_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 20:11:06,709,418bd0496f44700facedb243c4f999a4631aa517dcf9232acdef7c8434fefbca,2acb44faadc52703bb40fc4e4097087c8bd59d2d5edebde361b02eb974abdba2,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,45,bootstrap_OOB,0.002066115702479339,0.025787965616045846,0.023721849913566507,0.010224948875255624,0.0057553956834532375,-0.004469553191802387,2092,524,2092,1336,756,True,analysis18_cell_prediction_manifest,True,0.1,0.9690721649484536,93476,74780,18696,698,18,4,695,506.55424880981445,20.92065167427063,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_45,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed45_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed45_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 20:26:17,680,e02c1b737c9be646f099fc01f9f2e41eac254070679fd56192af94e95ea186dc,f12d2561fe9b2b8543b1c6a0004ae2715321bbd767492e21ced904a980e82d84,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,46,bootstrap_OOB,0.014989293361884369,0.01291248206599713,-0.002076811295887238,0.017057569296375266,0.0071633237822349575,-0.00989424551414031,2092,524,2092,1345,747,True,analysis18_cell_prediction_manifest,True,0.7000000000000002,0.952258064516129,94064,75251,18813,697,9,5,698,488.36069345474243,20.442857027053833,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_46,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed46_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed46_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 20:41:18,688,353940a0627d6d78aac757a19d3ad7cb68b7bb5f80d75914356ec7676dd6700d,165415000bfcd4b5dccf9420735a8821336ccac9958adf7866adb06cf272d173,False,analysis22-v2-seeded-2026-07-28,inner
DBLP,DBLP-Scholar,0.8,47,bootstrap_OOB,0.018292682926829267,0.025139664804469275,0.006846981877640008,0.014141414141414142,0.005641748942172073,-0.008499665199242069,2092,524,2092,1302,790,True,analysis18_cell_prediction_manifest,True,0.40000000000000013,0.979328165374677,93268,74614,18654,716,18,4,709,488.59977865219116,21.61563277244568,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis22_section332_bias/cross_encoder/bootstrap_OOB/DBLP/f_0p80/seed_47,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/predictions/inner_DBLP_f0p80_seed47_bootstrap_OOB.csv,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis22_section332_bias/splits/split_DBLP_f0p80_seed47_bootstrap_OOB.json,analysis22_section332_bias,2026-09-24 20:56:07,698,2aa090b6032c51aab251899e32208cdbbb51663f611696fc204337f9fa1be476,5e207bcb5fd21ae7dff5b465e001240f4ef325fe40bb4eb31f20167b6a85c33b,False,analysis22-v2-seeded-2026-07-28,inner
